Gene	c-io-1-LHL10698_L4	c-io-2-LHL10702_L4	c-io-3-LHL10704_L4	t-io-1-LHL10699_L4	t-io-2-LHL10703_L4	t-io-3-LHL10705_L4
ENSMUSG00000005936	0	54	567	0	158	0
ENSMUSG00000005949	0	0	245	0	0	0
ENSMUSG00000005981	78	123	1583	0	280	0
ENSMUSG00000005982	0	46	471	0	0	317
ENSMUSG00000005983	0	0	0	0	94	0
ENSMUSG00000005986	0	0	6	2	145	30
ENSMUSG00000006005	0	436	3007	521	0	103
ENSMUSG00000006010	0	45	735	0	0	190
ENSMUSG00000006019	0	0	90	0	0	0
ENSMUSG00000006024	0	319	614	541	0	0
ENSMUSG00000006050	0	0	393	0	18	0
ENSMUSG00000006057	0	0	0	0	156	0
ENSMUSG00000006058	0	0	0	200	0	0
ENSMUSG00000006095	0	32	905	0	0	0
ENSMUSG00000006134	74	80	419	0	0	0
ENSMUSG00000006169	0	131	1090	0	0	0
ENSMUSG00000006191	0	0	33	0	0	229
ENSMUSG00000006205	255	0	1735	166	0	0
ENSMUSG00000006215	0	0	1218	310	0	130
ENSMUSG00000006262	0	0	26	0	0	0
ENSMUSG00000006273	0	591	535	0	321	972
ENSMUSG00000006276	0	45	732	88	0	0
ENSMUSG00000006288	0	64	224	0	0	0
ENSMUSG00000006289	62	291	0	0	0	0
ENSMUSG00000006299	0	255	2893	0	0	0
ENSMUSG00000006301	125	26	1283	144	1698	1317
ENSMUSG00000006304	0	0	1135	0	0	0
ENSMUSG00000006307	0	223	1604	0	0	1394
ENSMUSG00000006333	135	307	3158	0	212	25
ENSMUSG00000006335	0	0	0	0	0	313
ENSMUSG00000006356	0	0	1387	0	0	0
ENSMUSG00000006360	0	26	0	0	0	0
ENSMUSG00000006362	0	0	335	0	0	0
ENSMUSG00000006369	0	0	113	0	0	0
ENSMUSG00000006373	0	187	723	0	378	932
ENSMUSG00000006386	0	0	0	1426	399	0
ENSMUSG00000006390	0	280	2645	0	0	412
ENSMUSG00000006392	0	9	745	0	0	2135
ENSMUSG00000006395	0	21	290	0	33	0
ENSMUSG00000006403	975	2716	9116	0	1860	1307
ENSMUSG00000006412	0	4	394	0	0	0
ENSMUSG00000006418	268	0	626	0	0	0
ENSMUSG00000006423	0	18	103	0	0	113
ENSMUSG00000006435	0	0	56	0	0	0
ENSMUSG00000006442	0	0	1967	0	732	0
ENSMUSG00000006445	0	0	48	0	0	0
ENSMUSG00000006456	115	0	428	387	601	0
ENSMUSG00000006463	0	0	0	0	0	467
ENSMUSG00000006476	86	45	865	45	530	0
ENSMUSG00000006494	0	53	166	0	170	0
ENSMUSG00000006498	0	201	1061	0	0	0
ENSMUSG00000006517	0	239	1005	0	0	0
ENSMUSG00000006522	387	82	0	0	0	0
ENSMUSG00000006526	257	0	0	0	52	0
ENSMUSG00000006527	0	0	383	23	0	0
ENSMUSG00000006567	0	0	0	0	0	253
ENSMUSG00000006575	0	236	935	0	1083	0
ENSMUSG00000006576	0	171	0	0	0	0
ENSMUSG00000006589	0	0	255	0	0	0
ENSMUSG00000006599	0	0	55	0	0	0
ENSMUSG00000006651	10161	3877	33969	2833	6267	4590
ENSMUSG00000006673	2	293	612	652	238	369
ENSMUSG00000006675	0	0	1563	0	0	0
ENSMUSG00000006676	333	0	1249	15	0	0
ENSMUSG00000006678	0	0	0	393	0	0
ENSMUSG00000006699	1567	622	1196	0	77	932
ENSMUSG00000006705	0	0	266	43	0	21
ENSMUSG00000006717	0	0	0	0	108	0
ENSMUSG00000006728	0	3	494	0	0	0
ENSMUSG00000006732	0	0	0	0	33	63
ENSMUSG00000006736	0	0	105	0	0	0
ENSMUSG00000006740	419	0	2763	793	1123	1687
ENSMUSG00000006782	9692	8993	57826	4435	11674	11329
ENSMUSG00000006800	913	1486	7332	0	1261	1795
ENSMUSG00000006818	0	0	1388	0	0	0
ENSMUSG00000006850	0	0	79	0	0	0
ENSMUSG00000006906	361	0	947	111	0	144
ENSMUSG00000006920	0	64	0	0	0	0
ENSMUSG00000006930	280	186	1234	0	0	0
ENSMUSG00000006931	105	0	0	0	0	0
ENSMUSG00000006932	145	25	2326	38	38	1656
ENSMUSG00000006941	0	0	637	0	0	0
ENSMUSG00000006958	0	0	0	134	0	0
ENSMUSG00000006998	149	205	2920	488	0	0
ENSMUSG00000007029	0	0	551	0	209	0
ENSMUSG00000007036	0	0	1466	0	0	0
ENSMUSG00000007038	0	0	239	0	0	0
ENSMUSG00000007039	0	0	0	0	47	0
ENSMUSG00000007041	0	0	370	497	0	0
ENSMUSG00000007050	0	0	277	0	0	0
ENSMUSG00000007097	125	0	1830	2508	689	0
ENSMUSG00000007207	0	0	772	0	0	0
ENSMUSG00000007216	0	0	0	0	0	141
ENSMUSG00000007338	0	0	431	0	0	0
ENSMUSG00000007411	7	0	0	0	0	0
ENSMUSG00000007415	70	59	417	0	0	0
ENSMUSG00000007458	0	0	319	0	0	0
ENSMUSG00000007564	683	113	4786	0	598	0
ENSMUSG00000007603	0	0	236	0	0	0
ENSMUSG00000007613	129	0	1532	0	0	0
ENSMUSG00000007617	55	6	1085	684	222	26
ENSMUSG00000007655	75	0	0	0	0	0
ENSMUSG00000007656	420	130	1638	0	194	0
ENSMUSG00000007659	375	72	818	0	0	0
ENSMUSG00000007670	0	196	908	0	372	543
ENSMUSG00000007721	0	110	204	0	176	277
ENSMUSG00000007739	8	23	604	0	278	0
ENSMUSG00000007777	0	0	0	0	0	160
ENSMUSG00000007783	0	85	690	0	0	176
ENSMUSG00000007812	326	254	308	0	0	174
ENSMUSG00000007815	546	125	3929	73	1470	242
ENSMUSG00000007817	135	1589	2961	1527	761	2114
ENSMUSG00000007827	733	0	1353	0	0	169
ENSMUSG00000007836	0	428	285	0	34	293
ENSMUSG00000007850	51	771	3025	2359	1888	184
ENSMUSG00000007867	0	71	18	0	13	0
ENSMUSG00000007880	1029	398	6755	2929	1088	955
ENSMUSG00000007891	238	0	2933	760	0	861
ENSMUSG00000007892	360	612	2141	0	712	548
ENSMUSG00000007944	0	0	0	0	62	0
ENSMUSG00000007987	0	0	222	0	0	0
ENSMUSG00000007989	84	456	1996	590	513	0
ENSMUSG00000008035	428	10	529	0	0	0
ENSMUSG00000008036	0	0	24	0	64	0
ENSMUSG00000008090	0	0	706	0	0	0
ENSMUSG00000008129	0	0	0	0	0	293
ENSMUSG00000008136	0	0	286	0	639	0
ENSMUSG00000008140	168	210	537	176	175	0
ENSMUSG00000008153	350	122	0	0	0	0
ENSMUSG00000008167	0	0	0	0	87	0
ENSMUSG00000008200	0	129	0	0	0	335
ENSMUSG00000008206	0	0	1014	0	0	0
ENSMUSG00000008301	0	128	318	0	0	0
ENSMUSG00000008305	113	0	702	131	13	0
ENSMUSG00000008307	174	0	34	425	0	0
ENSMUSG00000008348	2872	2917	13946	1971	2446	1332
ENSMUSG00000008373	54	0	439	0	0	0
ENSMUSG00000008393	386	509	3291	0	1255	109
ENSMUSG00000008429	0	143	694	0	103	3
ENSMUSG00000008435	0	0	97	0	485	0
ENSMUSG00000008475	134	86	1009	0	0	0
ENSMUSG00000008575	0	0	0	148	0	0
ENSMUSG00000008658	0	52	0	0	409	0
ENSMUSG00000008668	0	0	493	0	182	63
ENSMUSG00000008682	0	10	1592	0	189	0
ENSMUSG00000008690	0	0	70	0	440	435
ENSMUSG00000008730	373	335	1622	15	260	3
ENSMUSG00000008734	432	0	1104	0	0	0
ENSMUSG00000008763	30	204	979	683	280	708
ENSMUSG00000008845	0	0	102	0	0	0
ENSMUSG00000008855	237	0	2508	0	0	0
ENSMUSG00000008859	185	263	1062	0	0	0
ENSMUSG00000008892	0	315	471	0	41	375
ENSMUSG00000008958	0	42	0	0	126	0
ENSMUSG00000008976	0	18	1193	0	0	0
ENSMUSG00000008999	4	0	0	0	0	0
ENSMUSG00000009013	99	79	1182	562	823	557
ENSMUSG00000009030	0	0	286	0	0	270
ENSMUSG00000009035	0	140	364	0	114	0
ENSMUSG00000009073	0	0	825	0	329	457
ENSMUSG00000009079	684	134	2365	1185	0	239
ENSMUSG00000009090	0	0	268	0	474	0
ENSMUSG00000009092	0	0	0	0	0	137
ENSMUSG00000009097	0	0	0	0	50	0
ENSMUSG00000009112	0	239	322	0	0	0
ENSMUSG00000009207	0	0	355	0	0	0
ENSMUSG00000009216	0	0	0	0	153	0
ENSMUSG00000009291	79	0	0	0	0	0
ENSMUSG00000009292	0	0	133	0	2	0
ENSMUSG00000009293	4	7	167	0	0	0
ENSMUSG00000009394	304	79	0	0	0	0
ENSMUSG00000009418	652	177	4063	1248	954	2075
ENSMUSG00000009470	0	296	597	0	0	698
ENSMUSG00000009535	0	0	299	845	0	0
ENSMUSG00000009549	105	0	1587	0	0	308
ENSMUSG00000009555	31	0	0	0	0	0
ENSMUSG00000009563	170	0	0	0	0	0
ENSMUSG00000009566	0	0	0	0	0	506
ENSMUSG00000009569	0	0	0	45	5	0
ENSMUSG00000009575	128	0	816	798	437	728
ENSMUSG00000009614	0	0	611	0	0	0
ENSMUSG00000009621	0	0	0	80	0	0
ENSMUSG00000009630	0	167	1172	0	0	0
ENSMUSG00000009633	0	0	0	0	0	186
ENSMUSG00000009647	0	0	285	0	165	0
ENSMUSG00000009681	0	0	517	760	0	0
ENSMUSG00000009687	0	0	18	0	0	0
ENSMUSG00000009731	0	0	451	0	0	0
ENSMUSG00000009733	34	0	206	0	0	0
ENSMUSG00000009739	0	0	0	522	0	0
ENSMUSG00000009741	0	340	1484	0	0	0
ENSMUSG00000009828	229	394	7728	346	759	307
ENSMUSG00000009863	0	35	0	212	0	0
ENSMUSG00000009894	155	0	1061	255	617	283
ENSMUSG00000009905	0	0	50	0	123	0
ENSMUSG00000009907	0	0	119	0	0	0
ENSMUSG00000009927	0	5	143	456	0	1
ENSMUSG00000010021	270	206	1955	0	0	0
ENSMUSG00000010025	137	124	1842	0	112	0
ENSMUSG00000010045	0	82	731	0	0	0
ENSMUSG00000010047	0	137	145	0	0	22
ENSMUSG00000010054	0	0	889	0	0	0
ENSMUSG00000010064	0	255	0	0	0	0
ENSMUSG00000010066	0	0	4	0	0	0
ENSMUSG00000010086	423	42	413	0	0	0
ENSMUSG00000010095	0	0	0	134	0	0
ENSMUSG00000010097	0	0	286	0	150	0
ENSMUSG00000010110	92	146	13	188	0	367
ENSMUSG00000010154	0	70	0	0	0	0
ENSMUSG00000010175	1945	236	103	0	0	0
ENSMUSG00000010205	142	0	0	0	0	415
ENSMUSG00000010277	293	233	1549	0	411	2300
ENSMUSG00000010290	0	0	1262	0	0	0
ENSMUSG00000010392	0	176	509	0	0	0
ENSMUSG00000010406	109	4	9	0	0	0
ENSMUSG00000010453	370	75	223	0	4	0
ENSMUSG00000010476	0	0	0	0	0	0
ENSMUSG00000010492	0	0	332	0	0	0
ENSMUSG00000010505	95	0	427	522	343	0
ENSMUSG00000010554	0	0	862	0	0	80
ENSMUSG00000010607	140	0	209	0	0	0
ENSMUSG00000010608	580	513	1976	287	177	703
ENSMUSG00000010651	0	435	0	19	0	0
ENSMUSG00000010663	84	0	972	0	469	165
ENSMUSG00000010721	0	6	0	0	54	0
ENSMUSG00000010751	0	0	14	0	0	0
ENSMUSG00000010755	819	106	218	0	5	15
ENSMUSG00000010911	0	103	12	0	0	77
ENSMUSG00000010914	129	73	0	453	0	0
ENSMUSG00000010936	0	0	721	0	0	0
ENSMUSG00000011096	0	0	250	0	355	0
ENSMUSG00000011114	0	234	919	0	0	0
ENSMUSG00000011158	0	63	1126	0	2	0
ENSMUSG00000011179	106	13	98	216	1093	1
ENSMUSG00000011254	0	0	0	0	199	0
ENSMUSG00000011256	239	0	1265	0	162	126
ENSMUSG00000011257	0	1	25	0	17	0
ENSMUSG00000011306	110	360	403	0	0	0
ENSMUSG00000011382	0	0	325	0	0	0
ENSMUSG00000011427	0	363	183	0	0	0
ENSMUSG00000011589	0	160	426	0	0	0
ENSMUSG00000011658	0	142	0	1194	0	8
ENSMUSG00000011751	0	58	707	0	0	273
ENSMUSG00000011752	0	562	1654	0	0	102
ENSMUSG00000011831	3	0	255	0	651	0
ENSMUSG00000011832	0	333	1627	310	0	0
ENSMUSG00000011877	1887	67	1100	0	1222	0
ENSMUSG00000011884	631	901	3530	0	512	625
ENSMUSG00000011958	0	140	0	0	1559	257
ENSMUSG00000011960	129	0	528	0	105	848
ENSMUSG00000012076	0	140	243	0	95	0
ENSMUSG00000012114	475	387	395	265	251	124
ENSMUSG00000012117	0	0	0	0	377	596
ENSMUSG00000012296	58	0	967	160	52	90
ENSMUSG00000012405	11	0	25	0	23	174
ENSMUSG00000012422	549	183	69	93	147	44
ENSMUSG00000012429	993	0	3	0	273	0
ENSMUSG00000012443	0	0	9	0	0	0
ENSMUSG00000012519	0	0	198	0	0	0
ENSMUSG00000012535	7	7	365	458	44	0
ENSMUSG00000012609	322	0	745	0	1050	22
ENSMUSG00000012848	0	331	452	0	0	0
ENSMUSG00000013033	180	143	2025	0	809	521
ENSMUSG00000013076	241	293	212	2040	0	0
ENSMUSG00000013160	104	0	399	385	0	0
ENSMUSG00000013236	455	358	2176	132	2159	68
ENSMUSG00000013275	0	0	0	0	89	0
ENSMUSG00000013367	0	0	55	0	368	0
ENSMUSG00000013419	0	0	1358	0	0	0
ENSMUSG00000013465	0	0	0	848	0	0
ENSMUSG00000013495	0	0	107	0	0	108
ENSMUSG00000013523	1903	3988	10453	896	6501	3187
ENSMUSG00000013593	93	145	753	473	856	1094
ENSMUSG00000013622	36	0	221	0	0	611
ENSMUSG00000013629	0	102	166	1015	0	0
ENSMUSG00000013646	0	0	97	0	0	0
ENSMUSG00000013662	392	87	0	0	59	367
ENSMUSG00000013663	159	137	1242	14	275	275
ENSMUSG00000013698	1358	1409	4577	349	1253	2084
ENSMUSG00000013701	12	5	147	0	0	0
ENSMUSG00000013707	0	0	257	0	0	0
ENSMUSG00000013736	215	0	620	550	308	604
ENSMUSG00000013787	85	65	1483	0	460	0
ENSMUSG00000013822	136	0	0	0	0	0
ENSMUSG00000013833	0	0	0	0	181	0
ENSMUSG00000013858	475	0	122	0	0	133
ENSMUSG00000013878	129	0	129	0	0	0
ENSMUSG00000013921	884	1929	9042	0	2670	837
ENSMUSG00000014039	0	0	367	0	0	0
ENSMUSG00000014074	0	0	524	0	0	0
ENSMUSG00000014077	56	109	0	0	0	0
ENSMUSG00000014158	0	17	0	0	0	0
ENSMUSG00000014177	0	0	169	0	0	0
ENSMUSG00000014195	133	310	2358	0	63	154
ENSMUSG00000014226	0	0	500	0	0	690
ENSMUSG00000014232	0	0	0	0	0	62
ENSMUSG00000014294	0	0	594	0	0	0
ENSMUSG00000014313	0	261	791	0	0	0
ENSMUSG00000014329	195	0	85	411	0	0
ENSMUSG00000014353	82	0	532	0	684	0
ENSMUSG00000014355	597	138	2504	0	0	272
ENSMUSG00000014361	0	0	457	0	0	0
ENSMUSG00000014402	0	0	1352	333	0	0
ENSMUSG00000014418	367	0	697	0	0	0
ENSMUSG00000014426	0	126	259	0	0	277
ENSMUSG00000014470	0	0	147	0	0	0
ENSMUSG00000014496	716	994	2532	0	252	1142
ENSMUSG00000014498	0	49	182	13	0	483
ENSMUSG00000014504	0	0	1227	0	0	0
ENSMUSG00000014547	0	710	128	220	0	0
ENSMUSG00000014550	0	282	461	256	120	26
ENSMUSG00000014551	0	0	332	0	0	2
ENSMUSG00000014554	0	0	212	0	0	0
ENSMUSG00000014592	0	0	0	0	183	75
ENSMUSG00000014599	68	195	467	0	0	0
ENSMUSG00000014601	0	0	567	0	0	830
ENSMUSG00000014602	3160	2752	16012	3256	3541	3151
ENSMUSG00000014606	0	0	73	0	0	0
ENSMUSG00000014633	0	0	19	0	0	0
ENSMUSG00000014668	0	0	1669	0	0	112
ENSMUSG00000014704	0	153	0	0	0	0
ENSMUSG00000014748	0	0	0	0	0	218
ENSMUSG00000014763	0	0	519	0	0	0
ENSMUSG00000014767	226	0	922	0	0	0
ENSMUSG00000014769	0	183	614	0	186	0
ENSMUSG00000014771	0	0	29	0	0	0
ENSMUSG00000014773	4	0	396	0	0	0
ENSMUSG00000014776	0	0	1692	0	142	0
ENSMUSG00000014786	0	0	359	0	0	0
ENSMUSG00000014791	0	0	0	0	0	0
ENSMUSG00000014846	0	0	301	0	0	0
ENSMUSG00000014850	248	294	561	0	0	8
ENSMUSG00000014859	0	0	605	0	0	0
ENSMUSG00000014873	0	210	0	183	0	0
ENSMUSG00000014905	0	0	484	0	3	0
ENSMUSG00000014932	0	359	1139	0	0	402
ENSMUSG00000014956	361	1124	2970	115	665	843
ENSMUSG00000014959	0	0	1433	0	0	35
ENSMUSG00000014980	0	0	1	0	0	0
ENSMUSG00000015002	0	0	334	0	0	0
ENSMUSG00000015013	0	0	396	0	0	0
ENSMUSG00000015016	0	0	0	0	185	0
ENSMUSG00000015023	0	0	364	0	0	1022
ENSMUSG00000015027	0	0	34	0	0	0
ENSMUSG00000015053	0	0	14	0	0	0
ENSMUSG00000015087	0	367	4351	0	485	477
ENSMUSG00000015090	183	617	0	743	692	0
ENSMUSG00000015092	0	0	799	0	112	0
ENSMUSG00000015094	0	0	226	0	0	0
ENSMUSG00000015095	0	0	758	0	300	833
ENSMUSG00000015120	505	100	577	0	0	220
ENSMUSG00000015126	222	0	150	0	0	0
ENSMUSG00000015127	523	0	0	0	0	0
ENSMUSG00000015143	0	0	520	0	0	0
ENSMUSG00000015149	2038	3901	19959	1298	4293	4798
ENSMUSG00000015165	901	774	2130	1013	175	307
ENSMUSG00000015176	0	168	739	0	216	0
ENSMUSG00000015189	287	44	627	174	136	40
ENSMUSG00000015202	0	1032	5990	0	595	645
ENSMUSG00000015214	0	0	33	0	340	0
ENSMUSG00000015217	0	0	318	0	0	0
ENSMUSG00000015222	7	220	5253	32	1929	1069
ENSMUSG00000015224	74	0	291	0	396	0
ENSMUSG00000015243	0	90	889	1076	0	0
ENSMUSG00000015247	0	0	599	0	0	0
ENSMUSG00000015290	0	78	0	2	0	0
ENSMUSG00000015291	53	125	3789	717	518	1073
ENSMUSG00000015305	0	283	2790	633	894	0
ENSMUSG00000015312	1008	0	0	294	0	0
ENSMUSG00000015335	0	0	0	0	0	124
ENSMUSG00000015340	0	0	547	0	0	0
ENSMUSG00000015341	1073	927	4627	0	1394	1051
ENSMUSG00000015342	0	0	689	0	0	0
ENSMUSG00000015357	0	0	2964	0	0	669
ENSMUSG00000015363	0	0	242	189	0	0
ENSMUSG00000015377	0	12	80	0	0	0
ENSMUSG00000015396	0	0	261	0	0	0
ENSMUSG00000015461	0	235	332	0	0	0
ENSMUSG00000015468	0	0	0	185	0	16
ENSMUSG00000015474	0	36	0	0	103	0
ENSMUSG00000015476	0	0	46	0	0	0
ENSMUSG00000015484	0	63	0	0	0	0
ENSMUSG00000015501	0	0	146	0	0	0
ENSMUSG00000015522	154	274	1925	178	0	473
ENSMUSG00000015536	0	2	134	0	0	0
ENSMUSG00000015542	0	0	403	0	0	0
ENSMUSG00000015568	0	0	0	0	37	115
ENSMUSG00000015575	0	0	655	0	0	0
ENSMUSG00000015597	0	146	712	42	0	0
ENSMUSG00000015599	108	593	1968	0	0	159
ENSMUSG00000015605	0	12	0	0	138	0
ENSMUSG00000015647	8	0	0	1	0	0
ENSMUSG00000015653	137	0	0	0	0	0
ENSMUSG00000015656	2696	1542	14978	2324	1658	2166
ENSMUSG00000015659	232	0	0	0	0	0
ENSMUSG00000015671	0	0	575	0	383	0
ENSMUSG00000015672	0	0	11	0	0	0
ENSMUSG00000015697	0	0	212	422	0	0
ENSMUSG00000015709	42	112	459	7	188	458
ENSMUSG00000015711	0	0	184	0	0	0
ENSMUSG00000015714	2428	428	5637	629	1100	1411
ENSMUSG00000015721	0	0	218	0	0	0
ENSMUSG00000015733	0	167	2492	0	0	895
ENSMUSG00000015745	71	0	0	0	0	0
ENSMUSG00000015748	0	186	286	0	219	0
ENSMUSG00000015749	0	91	444	0	1310	804
ENSMUSG00000015750	0	112	509	0	0	0
ENSMUSG00000015755	65	0	4913	754	479	653
ENSMUSG00000015757	0	0	79	218	0	0
ENSMUSG00000015759	117	0	340	0	0	0
ENSMUSG00000015766	0	100	133	363	361	0
ENSMUSG00000015776	0	0	350	228	0	0
ENSMUSG00000015790	0	0	168	0	0	0
ENSMUSG00000015806	0	157	742	0	209	0
ENSMUSG00000015829	467	3845	29045	1902	6136	11247
ENSMUSG00000015837	222	195	284	0	0	271
ENSMUSG00000015839	208	0	0	0	0	0
ENSMUSG00000015846	322	0	0	0	0	0
ENSMUSG00000015852	0	0	1850	0	649	0
ENSMUSG00000015880	0	0	179	0	0	0
ENSMUSG00000015882	492	80	1306	535	183	280
ENSMUSG00000015889	0	0	311	0	0	0
ENSMUSG00000015932	319	145	2476	0	0	1273
ENSMUSG00000015937	0	86	318	225	296	0
ENSMUSG00000015942	0	0	120	0	0	0
ENSMUSG00000015943	0	0	242	0	0	0
ENSMUSG00000015944	0	0	158	0	0	0
ENSMUSG00000015947	0	0	26	0	0	0
ENSMUSG00000015950	0	0	0	0	365	0
ENSMUSG00000015961	0	0	632	0	0	0
ENSMUSG00000015968	0	0	41	0	222	0
ENSMUSG00000015970	0	37	0	0	0	0
ENSMUSG00000015971	0	109	190	0	0	1
ENSMUSG00000015980	0	0	0	0	0	235
ENSMUSG00000015981	0	0	0	0	131	0
ENSMUSG00000015994	0	564	4799	0	764	821
ENSMUSG00000016018	0	86	0	0	0	0
ENSMUSG00000016028	0	102	0	0	0	0
ENSMUSG00000016087	0	0	173	207	0	0
ENSMUSG00000016128	0	0	556	1153	0	0
ENSMUSG00000016150	0	0	211	0	161	0
ENSMUSG00000016194	0	0	0	0	0	0
ENSMUSG00000016239	0	0	0	0	0	6
ENSMUSG00000016252	0	3	0	3	157	145
ENSMUSG00000016253	0	164	0	0	36	0
ENSMUSG00000016256	0	0	424	312	0	0
ENSMUSG00000016257	0	0	760	0	0	0
ENSMUSG00000016308	0	0	356	0	770	0
ENSMUSG00000016319	0	703	160	0	33	634
ENSMUSG00000016344	227	0	1103	332	483	0
ENSMUSG00000016346	85	0	280	0	0	0
ENSMUSG00000016349	0	0	0	0	540	330
ENSMUSG00000016382	0	0	0	426	0	0
ENSMUSG00000016409	0	265	699	93	375	0
ENSMUSG00000016477	0	0	266	48	0	0
ENSMUSG00000016481	1	0	0	403	215	0
ENSMUSG00000016487	86	258	825	146	1124	89
ENSMUSG00000016494	0	0	364	0	164	0
ENSMUSG00000016510	0	0	0	265	0	0
ENSMUSG00000016528	0	0	123	0	0	72
ENSMUSG00000016534	120	0	1245	0	665	577
ENSMUSG00000016541	0	216	1252	0	0	0
ENSMUSG00000016554	513	162	1020	0	1227	0
ENSMUSG00000016559	328	296	1648	635	688	153
ENSMUSG00000016619	0	0	311	0	0	0
ENSMUSG00000016624	0	95	865	0	0	0
ENSMUSG00000016664	0	0	461	0	0	0
ENSMUSG00000016756	0	0	456	0	0	0
ENSMUSG00000016763	0	0	38	0	0	0
ENSMUSG00000016831	431	378	359	0	0	0
ENSMUSG00000016833	56	0	127	133	0	0
ENSMUSG00000016918	0	0	357	272	0	0
ENSMUSG00000016921	200	293	787	292	131	0
ENSMUSG00000016933	40	92	889	0	358	869
ENSMUSG00000016940	0	0	208	0	0	0
ENSMUSG00000016946	0	143	658	0	321	0
ENSMUSG00000016995	374	0	0	0	0	249
ENSMUSG00000017009	0	21	63	0	491	0
ENSMUSG00000017119	783	136	4164	1639	305	375
ENSMUSG00000017132	70	0	1886	0	287	131
ENSMUSG00000017146	871	0	673	0	0	0
ENSMUSG00000017167	0	0	291	0	0	0
ENSMUSG00000017176	0	0	134	0	0	0
ENSMUSG00000017210	0	0	95	256	4	0
ENSMUSG00000017221	86	0	502	0	0	134
ENSMUSG00000017264	0	127	595	0	0	0
ENSMUSG00000017286	637	402	0	1480	0	0
ENSMUSG00000017288	101	235	1024	0	179	0
ENSMUSG00000017291	843	205	4523	307	890	135
ENSMUSG00000017299	0	100	0	0	0	0
ENSMUSG00000017300	0	36	0	0	0	0
ENSMUSG00000017314	1429	236	493	0	43	0
ENSMUSG00000017344	0	122	0	0	0	0
ENSMUSG00000017376	16	0	987	300	194	1
ENSMUSG00000017386	0	0	623	0	0	111
ENSMUSG00000017390	201	0	1829	1729	0	120
ENSMUSG00000017404	135	250	3554	312	431	776
ENSMUSG00000017412	629	381	2623	0	478	0
ENSMUSG00000017417	0	0	58	0	0	0
ENSMUSG00000017418	60	112	0	0	2	0
ENSMUSG00000017421	287	234	1555	893	404	0
ENSMUSG00000017428	22	0	167	0	331	0
ENSMUSG00000017466	336	154	2100	0	143	1002
ENSMUSG00000017478	178	6	0	0	0	1051
ENSMUSG00000017485	35	842	4699	0	1844	32
ENSMUSG00000017493	0	0	1377	262	0	0
ENSMUSG00000017548	0	0	831	0	191	0
ENSMUSG00000017550	0	0	219	0	0	0
ENSMUSG00000017561	0	0	0	0	135	352
ENSMUSG00000017631	0	367	1371	319	0	1998
ENSMUSG00000017639	8	8	122	20	41	86
ENSMUSG00000017664	0	0	0	0	0	6
ENSMUSG00000017667	0	0	326	834	0	0
ENSMUSG00000017670	0	0	901	0	0	0
ENSMUSG00000017677	0	280	1253	0	0	0
ENSMUSG00000017679	461	782	593	0	0	0
ENSMUSG00000017686	73	154	0	0	98	0
ENSMUSG00000017707	0	232	4565	0	448	391
ENSMUSG00000017715	0	159	253	0	0	1
ENSMUSG00000017721	0	0	2376	13	0	0
ENSMUSG00000017734	388	753	4888	0	1028	0
ENSMUSG00000017740	0	0	203	0	0	0
ENSMUSG00000017754	0	0	0	182	0	0
ENSMUSG00000017756	0	0	328	0	0	0
ENSMUSG00000017760	0	0	813	0	0	0
ENSMUSG00000017765	0	4	1024	320	0	160
ENSMUSG00000017774	0	0	0	356	0	0
ENSMUSG00000017776	0	64	2613	0	173	290
ENSMUSG00000017778	0	32	49	1	0	0
ENSMUSG00000017781	0	102	1251	748	0	0
ENSMUSG00000017802	24	0	1733	957	0	0
ENSMUSG00000017831	0	134	1802	0	2	28
ENSMUSG00000017837	0	0	314	0	0	0
ENSMUSG00000017843	100	335	1174	960	219	0
ENSMUSG00000017858	0	0	522	0	0	0
ENSMUSG00000017861	0	0	17	0	0	0
ENSMUSG00000017868	0	0	309	0	0	0
ENSMUSG00000017897	0	51	513	0	0	0
ENSMUSG00000017978	0	0	0	0	0	0
ENSMUSG00000017999	0	70	282	0	0	0
ENSMUSG00000018001	57	0	462	0	123	0
ENSMUSG00000018008	0	0	215	0	0	0
ENSMUSG00000018040	0	0	330	0	97	1
ENSMUSG00000018042	0	94	0	87	0	0
ENSMUSG00000018068	0	308	265	489	0	0
ENSMUSG00000018076	45	0	1799	420	53	12
ENSMUSG00000018102	151	0	415	0	0	0
ENSMUSG00000018160	0	651	0	0	90	0
ENSMUSG00000018166	2780	125	3657	0	0	95
ENSMUSG00000018171	179	112	1384	227	383	193
ENSMUSG00000018189	0	0	335	0	2	0
ENSMUSG00000018196	0	0	456	1	0	0
ENSMUSG00000018199	0	0	1561	0	0	0
ENSMUSG00000018209	0	0	583	248	0	478
ENSMUSG00000018217	0	0	0	0	818	0
ENSMUSG00000018286	0	73	1894	0	43	0
ENSMUSG00000018287	0	0	969	0	422	0
ENSMUSG00000018293	0	6	2411	0	414	170
ENSMUSG00000018322	0	0	1206	0	500	0
ENSMUSG00000018326	1591	452	2571	0	198	798
ENSMUSG00000018334	0	0	441	0	0	231
ENSMUSG00000018340	0	0	630	0	0	0
ENSMUSG00000018347	0	0	95	402	0	0
ENSMUSG00000018362	147	0	0	0	0	0
ENSMUSG00000018363	0	107	562	697	0	0
ENSMUSG00000018372	0	0	304	0	0	0
ENSMUSG00000018377	0	0	452	0	0	0
ENSMUSG00000018378	71	166	0	0	0	0
