"Gene","ctl1","ctl2","ctl3","ctl4","ctl5","ctl6","ctl7","dta1","dta2","dta3","dta4","dta5","dta6","dta7","dta8","dta9","dta10","dta11","dta12","dta13","dta14","dta15","dta16","dta17","dta18","dta19","dta20","dta21","dta22","dta23","dta24","dta25","dta26","dta27","dta28","dta29","dta30","dta31","dta32","dta33","dta34","dta35","dta36","dta37","dta38","dta39","dta40","dta41","dta42","dta43","dta44","dta45","dta46"
"ENSMUSG00000020137","0","0","0","2","2","0","5","1","5","1","3","0","3","1","1","3","0","3","1","0","1","1","0","0","0","1","1","2","1","0","3","0","0","1","0","3","2","3","2","0","2","0","7","5","2","0","4","14","0","1","0","1","0"
"ENSMUSG00000020140","0","0","1","0","0","0","4","0","0","2","0","0","0","0","0","2","1","0","1","0","0","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","1","2","1","0","11","1","0","0","1","0"
"ENSMUSG00000020142","0","1","0","3","0","0","17","3","0","1","1","0","0","0","1","2","1","0","1","0","0","2","0","0","0","1","0","2","0","2","8","0","1","0","1","4","2","2","0","0","2","1","4","0","0","1","1","6","0","0","0","1","0"
"ENSMUSG00000020143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020149","3","12","6","104","3","0","60","21","45","17","27","1","26","7","1","48","1","20","38","7","5","3","5","1","4","9","18","4","33","19","64","0","1","31","46","31","43","39","55","5","15","4","27","30","49","17","59","86","14","4","1","2","5"
"ENSMUSG00000020150","0","1","0","2","0","0","3","0","0","0","0","0","3","0","0","1","0","0","2","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","2","0","1","0","0","1","0","0","0","2","2","2","5","0","0","1","1","1"
"ENSMUSG00000020151","11","74","9","242","11","5","19","44","85","47","94","5","74","20","19","81","8","62","76","28","20","15","9","11","13","14","4","0","59","100","155","3","3","76","45","91","68","66","89","8","20","4","41","64","79","32","132","115","8","12","16","4","12"
"ENSMUSG00000020152","0","11","2","40","2","0","30","12","27","10","22","3","16","8","2","28","6","16","23","3","7","4","2","0","1","2","5","2","15","18","30","2","0","19","13","22","29","22","17","2","6","0","16","10","33","7","30","40","2","1","1","2","0"
"ENSMUSG00000020153","5","16","2","53","3","0","42","27","32","13","22","0","28","4","4","49","0","17","21","5","5","9","3","0","2","6","6","7","27","28","49","2","3","22","27","38","32","48","48","0","15","2","17","23","75","16","90","56","6","2","1","7","2"
"ENSMUSG00000020154","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0"
"ENSMUSG00000020155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020156","1","1","0","1","1","0","11","2","0","0","0","0","1","0","0","1","0","0","1","0","1","2","0","0","1","0","0","0","1","3","4","0","0","2","2","3","2","1","3","1","3","2","3","1","1","1","2","14","0","0","0","0","1"
"ENSMUSG00000020159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020160","0","0","0","0","0","0","37","1","1","1","1","1","0","5","0","0","0","0","0","0","2","5","1","0","0","1","2","8","0","1","7","0","0","1","0","1","1","0","0","0","0","2","0","0","6","2","1","35","0","0","0","0","1"
"ENSMUSG00000020163","2","14","1","44","2","0","44","9","20","5","13","1","24","3","1","37","5","10","19","1","9","6","1","1","6","9","7","4","32","28","45","1","1","13","13","30","36","26","51","3","7","1","11","21","57","17","79","71","2","3","5","0","1"
"ENSMUSG00000020166","1","3","0","24","2","2","23","3","8","8","8","0","2","4","1","8","1","4","3","2","3","9","2","0","5","2","5","3","3","3","5","1","3","7","3","9","4","9","11","1","4","0","5","9","5","4","14","28","2","1","2","1","0"
"ENSMUSG00000020167","0","0","0","5","1","0","15","2","2","1","0","0","1","0","0","1","0","0","1","0","2","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","2","2","2","2","1","0","1","0","1","1","2","10","0","1","1","0","0"
"ENSMUSG00000020169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020170","0","0","0","5","1","3","11","2","4","1","2","0","4","2","0","5","0","0","3","0","0","0","0","0","0","2","0","1","4","2","6","0","0","2","2","6","1","6","8","0","0","0","5","3","4","1","6","13","1","1","0","0","0"
"ENSMUSG00000020171","1","2","0","4","0","0","5","2","4","1","3","1","4","1","0","7","0","1","1","0","0","1","0","0","0","0","0","1","3","4","9","0","0","4","3","2","4","3","12","2","0","0","2","1","8","2","5","15","1","0","0","0","0"
"ENSMUSG00000020173","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSMUSG00000020175","0","1","0","6","0","0","2","0","1","0","0","0","0","0","1","2","0","1","0","0","1","1","0","0","0","1","1","0","1","0","4","0","2","1","1","3","7","0","4","3","0","0","0","1","0","2","6","11","0","0","1","1","0"
"ENSMUSG00000020176","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","2","0","0","1","1","0","0","3","0","0","0","0","0"
"ENSMUSG00000020178","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000020180","0","8","0","20","0","0","16","11","14","11","9","0","10","5","1","15","1","5","15","3","2","1","3","1","3","2","4","2","9","15","34","1","0","9","18","18","22","23","21","1","11","3","9","15","24","6","36","32","1","1","3","0","2"
"ENSMUSG00000020181","0","3","0","4","3","2","15","2","6","11","5","0","13","3","0","12","2","9","3","2","6","5","0","1","0","2","2","2","5","11","4","0","1","1","0","1","17","7","4","0","1","1","10","22","9","2","6","30","1","0","2","0","1"
"ENSMUSG00000020182","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020183","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020184","0","2","1","24","3","3","22","9","13","6","8","1","12","0","3","9","1","2","8","1","2","2","2","0","2","4","3","2","13","4","16","1","0","9","7","12","7","12","19","0","4","2","4","14","25","3","20","20","3","0","5","0","2"
"ENSMUSG00000020185","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"ENSMUSG00000020186","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0"
"ENSMUSG00000020189","1","3","0","12","1","1","29","4","0","2","5","0","4","6","0","5","1","3","3","0","1","0","1","0","0","1","7","1","6","11","10","2","1","4","1","5","7","5","7","0","1","2","3","8","8","2","6","23","1","0","0","1","1"
"ENSMUSG00000020190","0","1","0","10","1","1","29","4","10","4","5","1","0","0","0","4","0","3","6","1","2","0","0","0","1","1","0","0","7","7","13","0","0","1","1","4","9","5","5","1","2","0","7","0","8","0","4","24","1","0","1","0","0"
"ENSMUSG00000020193","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSMUSG00000020196","0","1","0","5","1","4","21","1","6","1","5","0","1","3","1","5","0","1","1","0","2","12","0","0","2","1","2","3","2","4","9","1","1","5","3","5","5","9","10","2","2","0","4","8","6","4","7","21","0","0","3","0","1"
"ENSMUSG00000020198","4","13","1","46","4","5","60","10","25","12","21","1","20","4","1","20","0","10","19","2","3","2","2","0","2","3","15","3","12","29","34","1","1","20","16","13","21","28","20","4","8","2","16","18","44","18","43","73","3","0","1","1","4"
"ENSMUSG00000020205","0","0","0","0","0","1","5","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","11","0","0","0","1","0"
"ENSMUSG00000020211","0","1","1","10","0","2","18","0","6","1","8","0","2","1","2","3","0","2","1","2","0","0","1","0","1","0","1","3","2","1","9","0","0","4","4","4","3","7","9","2","1","0","1","1","12","2","16","17","1","0","1","0","1"
"ENSMUSG00000020212","0","0","0","0","1","0","6","1","2","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","3","2","0","2","5","0","0","2","0","2","2","2","1","0","2","0","1","1","0","2","1","14","1","1","0","0","0"
"ENSMUSG00000020213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020218","0","0","0","0","0","0","12","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020219","8","7","3","51","2","0","54","16","28","14","20","1","30","10","0","47","2","13","31","2","0","5","3","0","5","4","9","4","34","15","47","1","0","15","22","33","34","31","57","3","8","0","20","17","51","15","67","55","7","3","1","1","0"
"ENSMUSG00000020220","0","3","0","8","1","0","19","0","3","1","2","0","3","1","0","6","1","5","3","0","1","6","0","0","2","1","0","0","2","7","13","0","0","4","3","6","8","0","6","0","2","1","7","2","3","5","4","13","0","0","1","1","0"
"ENSMUSG00000020224","0","0","0","5","0","0","0","3","4","0","2","0","2","1","0","1","0","1","7","0","1","0","0","0","0","2","4","0","1","0","1","0","0","0","2","0","1","1","3","0","1","0","2","3","5","0","4","1","0","0","0","0","0"
"ENSMUSG00000020225","1","6","2","18","3","0","8","1","6","6","7","0","5","2","1","9","1","9","8","0","2","1","0","0","2","3","0","0","7","9","11","1","0","3","5","5","6","9","8","0","3","0","8","7","9","2","4","13","5","0","1","1","0"
"ENSMUSG00000020226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020228","0","1","0","5","0","3","0","0","2","3","0","1","0","0","0","1","0","1","2","1","0","0","1","0","0","1","1","0","1","2","10","0","0","3","0","1","2","1","3","1","0","0","0","0","2","1","4","1","0","0","1","0","0"
"ENSMUSG00000020229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020230","0","2","0","4","0","1","14","0","4","3","4","0","4","1","0","1","0","0","2","2","1","1","0","0","0","1","1","2","6","1","8","0","0","1","2","1","1","2","3","0","1","0","1","1","3","3","6","16","0","0","0","0","0"
"ENSMUSG00000020231","1","7","1","19","2","3","26","4","17","5","11","0","9","5","0","5","1","7","11","1","4","4","0","0","3","1","2","2","8","6","20","0","0","6","6","12","9","7","14","4","7","1","5","13","12","2","29","34","1","1","4","0","2"
"ENSMUSG00000020232","0","0","3","16","0","2","17","9","4","3","4","0","6","2","0","4","1","3","3","0","0","1","0","0","1","0","1","0","8","2","13","0","0","4","1","4","3","5","4","1","5","0","2","6","11","3","9","10","1","1","0","0","0"
"ENSMUSG00000020235","1","3","0","13","3","0","12","2","4","3","10","0","6","3","0","4","1","10","8","3","2","2","0","0","0","2","2","2","8","7","12","0","0","7","4","7","18","7","7","2","5","0","5","9","15","2","13","32","0","0","1","0","1"
"ENSMUSG00000020238","4","8","1","26","3","3","16","3","13","4","11","0","6","2","2","13","0","3","8","2","2","0","0","3","2","3","0","0","10","11","24","1","0","8","5","16","15","12","19","1","9","2","8","22","16","9","22","39","4","3","1","0","1"
"ENSMUSG00000020241","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","6","0","0","0","0","0"
"ENSMUSG00000020246","1","1","0","4","0","3","2","2","2","1","1","0","1","1","0","4","0","0","3","2","0","2","0","0","3","2","0","1","2","4","7","0","0","2","4","8","3","4","2","1","1","0","0","2","2","0","5","18","0","0","0","2","0"
"ENSMUSG00000020248","2","0","0","2","2","1","14","2","6","0","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","0","4","0","2","0","6","0","1","3","1","1","4","2","1","0","1","0","0","3","3","4","1","24","0","0","1","0","0"
"ENSMUSG00000020250","1","2","1","9","0","1","6","2","5","3","1","0","2","2","0","10","0","6","2","1","1","0","0","1","1","1","3","2","7","2","10","1","1","5","3","6","7","8","8","1","1","0","2","5","7","2","17","13","0","1","1","1","0"
"ENSMUSG00000020251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020253","0","0","0","1","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","12","0","0","0","0","0"
"ENSMUSG00000020256","0","0","0","1","0","0","4","1","3","2","4","0","3","0","0","4","0","2","2","0","0","1","0","0","0","0","1","1","0","2","1","0","0","1","1","1","1","2","8","0","1","0","1","2","4","1","2","12","1","0","0","0","1"
"ENSMUSG00000020257","1","8","0","37","4","3","53","10","8","14","10","0","8","1","1","16","3","12","18","3","6","3","0","0","3","3","6","7","16","15","26","2","0","13","8","18","29","25","21","6","7","0","17","24","41","11","32","52","2","1","2","2","2"
"ENSMUSG00000020258","0","0","0","2","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","1","2","2","1","3","1","0","0","0","1","0","1","0","0","5","0","0","0","0","0"
"ENSMUSG00000020260","3","4","0","29","2","0","15","2","9","4","12","2","9","1","1","6","0","10","4","3","1","1","0","1","0","3","0","2","5","11","21","2","1","7","9","4","7","9","14","0","2","1","8","7","3","9","18","25","1","1","1","1","2"
"ENSMUSG00000020261","1","14","2","62","5","3","40","19","29","16","22","1","14","9","1","21","2","12","23","10","4","3","5","1","1","5","1","2","23","36","37","4","5","18","19","26","34","21","41","6","9","3","7","33","48","16","68","52","10","4","2","2","11"
"ENSMUSG00000020262","0","1","0","28","0","0","26","0","17","5","9","0","3","2","1","6","1","4","10","0","2","0","0","0","2","2","8","0","9","5","8","1","0","4","7","11","12","4","16","2","2","0","4","10","25","6","11","30","0","0","1","0","0"
"ENSMUSG00000020263","0","0","0","10","2","4","36","5","14","6","5","0","0","5","0","2","1","2","6","1","1","5","2","0","0","5","9","4","5","6","19","1","0","6","5","4","3","7","3","2","5","1","3","9","6","3","6","26","0","0","3","1","0"
"ENSMUSG00000020264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020265","1","5","0","42","0","0","35","6","22","5","13","3","15","2","0","18","2","6","13","4","4","3","0","0","1","9","2","2","10","13","23","0","1","3","6","23","30","30","32","3","8","2","12","20","28","7","40","45","8","0","2","1","5"
"ENSMUSG00000020267","2","6","1","33","0","0","25","12","15","5","11","0","17","5","2","16","3","8","11","1","5","1","0","1","2","2","4","0","18","11","21","2","0","10","19","9","18","15","28","4","6","2","9","20","35","7","35","29","1","0","1","0","0"
"ENSMUSG00000020268","0","0","0","4","0","0","2","0","2","0","3","0","2","0","0","2","0","1","1","0","0","0","0","0","0","2","0","0","0","4","2","0","0","1","0","0","3","2","0","0","3","0","0","2","3","1","5","4","0","0","0","0","0"
"ENSMUSG00000020270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020271","1","3","1","19","2","1","29","7","9","8","9","0","5","4","0","14","1","5","9","0","5","5","0","0","0","3","10","4","8","14","19","0","0","4","4","8","10","19","11","2","4","1","5","10","17","6","20","41","1","1","2","3","1"
"ENSMUSG00000020272","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","3","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000020273","1","0","0","2","1","0","4","0","3","0","0","0","2","0","0","4","0","0","1","0","1","0","0","0","1","0","0","2","0","1","4","0","0","2","1","1","2","1","3","0","0","0","1","0","4","1","1","4","0","0","0","0","1"
"ENSMUSG00000020275","0","0","0","2","1","0","1","0","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0"
"ENSMUSG00000020277","1","11","1","34","1","2","17","8","19","3","16","1","18","2","0","23","5","8","10","3","2","4","0","2","1","2","2","0","21","16","27","0","1","10","6","14","13","25","12","3","8","1","12","12","27","9","29","32","3","1","1","1","5"
"ENSMUSG00000020279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000020280","0","0","0","4","0","1","11","1","2","1","2","0","0","0","0","1","0","2","0","1","0","1","0","0","1","1","0","0","1","1","4","0","0","0","1","1","4","2","1","0","2","0","0","1","0","2","1","5","0","0","2","0","0"
"ENSMUSG00000020282","0","0","0","0","1","0","9","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"ENSMUSG00000020283","1","4","1","16","3","0","5","6","5","5","9","1","7","0","1","9","1","3","8","1","2","3","1","0","1","1","0","1","9","7","11","0","0","8","4","8","3","4","8","1","0","0","2","7","10","5","7","6","1","1","3","0","1"
"ENSMUSG00000020284","1","0","0","7","1","0","9","0","0","2","2","0","0","0","1","2","0","1","2","1","2","0","0","0","1","2","0","0","3","3","8","0","0","4","3","9","7","9","7","4","2","0","0","8","6","4","9","9","0","0","0","2","0"
"ENSMUSG00000020287","0","2","0","8","2","0","7","0","3","0","2","0","1","0","0","4","0","3","0","0","0","1","0","1","1","2","2","2","0","0","4","0","0","2","1","2","7","2","4","0","1","0","2","4","2","2","10","9","1","2","0","0","1"
